Gene,Description,De novo PTV Cases,De novo PTV Controls,De novo MisA Cases,De novo MisA Controls,De novo MisB Cases,De novo MisB Controls,DBS PTV Cases,DBS PTV controls,SWE PTV Cases,SWE PTV Controls,Transmitted,Untransmitted,Q‑Val
ENSG00000110108,transmembrane protein 109,0,0,0,0,0,0,0,0,0,0,3,1,0.93037
ENSG00000144868,transmembrane protein 108,0,0,0,0,0,0,0,1,0,0,0,0,0.93037
ENSG00000166292,transmembrane protein 100,0,0,0,1,0,0,0,0,0,0,0,0,0.93037
ENSG00000178307,transmembrane protein 11,0,0,0,0,0,0,0,0,0,0,0,0,0.93037
ENSG00000179029,transmembrane protein 107,0,0,0,0,0,0,0,0,0,0,0,1,0.93037
ENSG00000185332,,0,0,0,0,0,0,0,0,0,0,0,1,0.93037
ENSG00000075568,transmembrane protein 131,0,0,0,0,0,0,0,2,0,0,0,0,0.93038
ENSG00000126062,transmembrane protein 115,0,0,0,0,0,0,0,0,0,0,0,1,0.93038
ENSG00000132406,transmembrane protein 128,0,0,0,0,0,0,0,0,0,0,4,1,0.93038
ENSG00000152558,transmembrane protein 123,0,0,0,0,0,0,0,0,0,0,2,0,0.93038
ENSG00000183160,transmembrane protein 119,0,0,0,0,0,0,0,0,0,0,0,0,0.93038
ENSG00000184986,transmembrane protein 121,0,0,0,0,0,0,0,0,0,0,0,0,0.93038
ENSG00000188735,transmembrane protein 120B,0,0,0,0,0,0,0,0,0,0,0,1,0.93038
ENSG00000213533,STIM activating enhancer,0,0,0,0,0,0,0,0,0,0,0,0,0.93038
ENSG00000248592,STIMATE-MUSTN1 readthrough,0,0,0,0,0,0,0,0,0,0,0,0,0.93038
ENSG00000096092,transmembrane protein 14A,0,0,0,0,0,0,0,0,0,2,0,0,0.93039
ENSG00000146859,transmembrane protein 140,0,0,0,0,0,0,0,0,0,0,0,0,0.93039
ENSG00000165895,Rho GTPase activating protein 42,0,0,0,0,0,0,0,0,0,0,0,0,0.93039
ENSG00000166575,transmembrane protein 135,0,0,0,0,0,0,0,0,0,1,1,0,0.93039
ENSG00000178826,transmembrane protein 139,0,0,0,0,0,0,0,0,0,0,0,1,0.93039
ENSG00000181234,transmembrane protein 132C,0,0,0,0,0,0,0,0,0,0,0,0,0.93039
ENSG00000181264,TLC domain containing 5,0,0,0,0,0,0,1,2,0,0,1,0,0.93039
ENSG00000244187,transmembrane protein 141,0,0,0,0,0,0,0,0,0,0,0,0,0.93039
ENSG00000011638,transmembrane protein 159,0,0,0,0,0,0,0,0,0,0,1,1,0.9304
ENSG00000111843,transmembrane protein 14C,0,0,0,0,0,0,0,0,0,0,1,1,0.9304
ENSG00000130748,transmembrane protein 160,0,0,0,0,0,0,0,1,0,0,1,0,0.9304
ENSG00000164180,transmembrane protein 161B,0,0,0,0,0,0,1,0,1,0,1,2,0.9304
ENSG00000168890,transmembrane protein 150A,0,0,0,0,0,0,0,0,0,0,0,0,0.9304
ENSG00000174695,transmembrane protein 167A,0,0,0,0,0,0,0,0,0,0,0,0,0.9304
ENSG00000221962,"transmembrane protein 14E, pseudogene",0,0,0,0,0,0,0,0,0,0,0,0,0.9304
ENSG00000249992,transmembrane protein 158 (gene/pseudogene),0,0,0,0,0,0,0,0,0,0,0,0,0.9304
ENSG00000002933,transmembrane protein 176A,0,0,0,0,0,0,0,0,0,0,0,0,0.93041
ENSG00000144120,transmembrane protein 177,0,0,0,0,0,0,0,0,0,0,2,4,0.93041
ENSG00000163449,transmembrane protein 169,0,0,0,0,0,0,0,0,0,0,3,0,0.93041
ENSG00000164325,transmembrane protein 174,0,0,0,0,0,0,0,0,0,0,0,1,0.93041
ENSG00000184584,stimulator of interferon response cGAMP interactor 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93041
ENSG00000186889,transmembrane protein 17,0,0,0,0,0,0,0,0,0,0,1,0,0.93041
ENSG00000205269,transmembrane protein 170B,0,0,0,1,0,0,0,0,0,0,0,0,0.93041
ENSG00000215717,transmembrane protein 167B,0,0,0,0,0,0,0,0,0,0,0,0,0.93041
ENSG00000258986,transmembrane protein 179,0,0,0,0,0,0,0,0,0,0,0,1,0.93041
ENSG00000124208,TMEM189-UBE2V1 readthrough,0,0,0,0,0,0,0,0,0,0,0,0,0.93042
ENSG00000146433,transmembrane protein 181,0,0,0,0,0,0,0,0,0,1,0,1,0.93042
ENSG00000151353,transmembrane protein 18,0,0,0,0,0,0,0,0,0,1,2,1,0.93042
ENSG00000164168,transmembrane protein 184C,0,0,0,0,0,0,0,1,0,1,0,0,0.93042
ENSG00000185475,transmembrane protein 179B,0,0,0,0,0,0,0,1,0,0,1,0,0.93042
ENSG00000198792,transmembrane protein 184B,0,0,0,0,0,0,0,0,0,0,0,0,0.93042
ENSG00000226479,transmembrane protein 185B,0,0,0,0,0,0,0,0,0,0,0,0,0.93042
ENSG00000240849,transmembrane protein 189,0,0,0,0,0,0,0,0,0,0,0,0,0.93042
ENSG00000131634,transmembrane protein 204,0,0,0,0,0,0,0,0,0,0,0,0,0.93043
ENSG00000160472,transmembrane protein 190,0,0,0,0,0,0,0,0,0,0,0,1,0.93043
ENSG00000164484,transmembrane protein 200A,0,0,0,0,0,0,0,0,0,0,0,1,0.93043
ENSG00000166881,nuclear envelope integral membrane protein 1,0,0,0,0,0,0,0,1,0,0,0,1,0.93043
ENSG00000168701,transmembrane protein 208,0,0,0,0,0,0,0,1,0,1,1,0,0.93043
ENSG00000170088,transmembrane protein 192,0,0,0,0,0,0,0,0,0,0,0,1,0.93043
ENSG00000187713,transmembrane protein 203,0,0,0,0,0,0,0,0,0,0,1,0,0.93043
ENSG00000188760,transmembrane protein 198,0,0,0,0,0,0,0,0,0,0,0,0,0.93043
ENSG00000253304,transmembrane protein 200B,0,0,0,0,0,0,0,0,0,0,0,0,0.93043
ENSG00000168569,transmembrane protein 223,0,0,0,0,0,0,0,0,0,1,0,1,0.93044
ENSG00000185863,transmembrane protein 210,0,0,0,0,0,0,0,0,0,0,0,0,0.93044
ENSG00000186501,transmembrane protein 222,0,0,0,0,0,0,0,0,0,0,0,1,0.93044
ENSG00000187049,transmembrane protein 216,0,0,0,0,0,0,0,0,0,0,1,1,0.93044
ENSG00000188133,transmembrane protein 215,0,0,0,0,0,0,0,0,0,0,0,0,0.93044
ENSG00000204300,transmembrane protein 225,0,0,0,0,0,0,0,0,0,0,0,1,0.93044
ENSG00000206069,transmembrane protein 211,0,0,0,0,0,0,0,0,0,0,1,0,0.93044
ENSG00000214128,transmembrane protein 213,0,0,0,0,0,0,0,0,0,0,0,0,0.93044
ENSG00000089063,transmembrane protein 230,0,0,0,0,0,0,0,0,0,0,0,0,0.93045
ENSG00000106609,transmembrane protein 248,0,0,0,0,0,0,0,0,0,0,0,0,0.93045
ENSG00000112697,transmembrane protein 30A,0,0,0,0,0,0,0,0,0,0,0,0,0.93045
ENSG00000133678,transmembrane protein 254,0,0,0,0,0,0,0,0,0,0,1,1,0.93045
ENSG00000181778,transmembrane protein 252,0,0,0,0,0,0,1,2,0,1,1,0,0.93045
ENSG00000182087,transmembrane protein 259,0,0,0,0,0,0,0,0,0,0,0,0,0.93045
ENSG00000182107,transmembrane protein 30B,0,0,0,0,0,0,0,0,0,0,2,0,0.93045
ENSG00000198133,transmembrane protein 229B,0,0,0,0,0,0,0,0,0,0,0,0,0.93045
ENSG00000262481,TMEM256-PLSCR3 readthrough (NMD candidate),0,0,0,0,0,0,0,1,0,0,1,0,0.93045
ENSG00000072954,transmembrane protein 38A,0,0,0,0,0,0,0,0,0,0,2,3,0.93046
ENSG00000095209,transmembrane protein 38B,0,0,0,0,0,0,0,1,0,0,0,1,0.93046
ENSG00000109133,transmembrane protein 33,0,0,0,0,0,0,0,0,0,0,0,0,0.93046
ENSG00000163900,transmembrane protein 41A,0,0,0,0,0,0,1,0,0,0,0,0,0.93046
ENSG00000166471,transmembrane protein 41B,0,0,0,0,0,0,0,0,0,1,1,1,0.93046
ENSG00000169964,transmembrane protein 42,0,0,0,0,0,0,0,0,0,0,0,0,0.93046
ENSG00000171227,transmembrane protein 37,0,0,0,0,0,0,0,0,0,0,1,0,0.93046
ENSG00000176142,transmembrane protein 39A,0,0,0,0,0,0,0,1,0,0,0,0,0.93046
ENSG00000105696,transmembrane protein 59 like,0,0,0,0,0,0,0,0,0,0,0,0,0.93047
ENSG00000121900,transmembrane protein 54,0,0,0,0,0,0,0,1,0,2,3,2,0.93047
ENSG00000126106,transmembrane protein 53,0,0,0,0,0,0,0,0,0,0,0,0,0.93047
ENSG00000142188,transmembrane protein 50B,0,0,0,0,0,0,0,0,0,0,0,1,0.93047
ENSG00000165782,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1",0,0,0,0,0,0,0,0,0,0,0,0,0.93047
ENSG00000178821,transmembrane protein 52,0,0,0,0,0,0,1,1,0,0,1,0,0.93047
ENSG00000181458,transmembrane protein 45A,0,0,0,0,0,0,0,0,0,0,1,0,0.93047
ENSG00000183726,transmembrane protein 50A,0,0,0,0,0,0,0,0,0,0,0,0,0.93047
ENSG00000204178,macoilin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93047
ENSG00000103978,transmembrane protein 87A,0,0,0,0,0,0,0,0,0,0,0,0,0.93048
ENSG00000135211,transmembrane protein 60,0,0,0,0,0,0,0,0,0,0,0,1,0.93048
ENSG00000137216,transmembrane protein 63B,0,0,0,0,0,0,0,0,0,0,0,1,0.93048
ENSG00000151117,transmembrane protein 86A,0,0,0,0,0,0,0,0,0,0,0,0,0.93048
ENSG00000164983,transmembrane protein 65,0,0,0,0,0,0,0,0,0,0,1,0,0.93048
ENSG00000167904,transmembrane protein 68,0,0,0,0,0,0,0,1,0,0,0,0,0.93048
ENSG00000175606,transmembrane protein 70,0,0,0,0,0,0,0,0,0,0,1,0,0.93048
ENSG00000187783,transmembrane protein 72,0,0,0,0,0,0,0,0,0,0,1,1,0.93048
ENSG00000006042,transmembrane protein 98,0,0,0,0,0,0,0,0,0,0,0,1,0.93049
ENSG00000109084,transmembrane protein 97,0,0,0,0,0,0,0,0,0,0,1,0,0.93049
ENSG00000116857,transmembrane protein 9,0,0,0,0,0,0,1,1,0,1,1,0,0.93049
ENSG00000142046,transmembrane protein 91,0,0,0,0,0,0,0,0,0,0,1,1,0.93049
ENSG00000167105,transmembrane protein 92,0,0,0,0,0,0,0,0,0,0,0,0,0.93049
ENSG00000167874,transmembrane protein 88,0,0,0,0,0,0,0,0,0,0,0,2,0.93049
ENSG00000175348,TMEM9 domain family member B,0,0,0,0,0,0,0,1,0,0,0,0,0.93049
ENSG00000182271,transmembrane and immunoglobulin domain containing 1,0,0,0,0,0,0,0,0,0,0,1,1,0.93049
ENSG00000183396,transmembrane protein 89,0,0,0,0,0,0,0,0,0,0,0,0,0.93049
ENSG00000034510,thymosin beta 10,0,0,0,0,0,0,0,0,0,0,0,1,0.9305
ENSG00000128872,tropomodulin 2,0,0,0,0,0,0,0,0,0,0,3,0,0.9305
ENSG00000136842,tropomodulin 1,0,0,0,0,0,0,1,1,0,0,0,0,0.9305
ENSG00000138594,tropomodulin 3,0,0,0,0,0,0,0,0,0,2,1,0,0.9305
ENSG00000153802,transmembrane serine protease 11D,0,0,0,0,0,0,0,0,0,0,0,1,0.9305
ENSG00000167664,transmembrane and immunoglobulin domain containing 2,0,0,0,0,0,0,0,0,0,0,0,3,0.9305
ENSG00000184012,transmembrane serine protease 2,0,0,0,0,0,0,0,0,0,1,1,0,0.9305
ENSG00000186452,transmembrane serine protease 12,0,0,0,0,0,0,2,2,0,0,1,2,0.9305
ENSG00000250026,"TMPRSS11B N-terminal like, pseudogene",0,0,0,0,0,0,0,0,0,0,0,0,0.9305
ENSG00000125827,thioredoxin related transmembrane protein 4,0,0,0,0,0,0,0,0,0,0,0,3,0.93051
ENSG00000139921,thioredoxin related transmembrane protein 1,0,0,0,0,0,0,2,0,0,1,1,1,0.93051
ENSG00000164897,transmembrane and ubiquitin like domain containing 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93051
ENSG00000166479,thioredoxin related transmembrane protein 3,0,0,0,0,0,0,0,0,0,0,0,1,0.93051
ENSG00000179104,transmembrane O-mannosyltransferase targeting cadherins 2,0,1,0,0,0,0,2,1,1,1,2,2,0.93051
ENSG00000185215,TNF alpha induced protein 2,0,0,0,0,0,0,0,1,0,0,1,2,0.93051
ENSG00000213593,thioredoxin related transmembrane protein 2,0,0,0,0,0,0,0,2,0,0,0,0,0.93051
ENSG00000232810,tumor necrosis factor,0,0,0,0,0,0,0,0,0,0,0,0,0.93051
ENSG00000006327,TNF receptor superfamily member 12A,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000118503,TNF alpha induced protein 3,0,0,0,0,0,0,0,0,0,0,1,0,0.93052
ENSG00000141655,TNF receptor superfamily member 11a,0,0,0,0,0,0,0,0,0,0,1,0,0.93052
ENSG00000145779,TNF alpha induced protein 8,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000157873,TNF receptor superfamily member 14,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000159958,TNF receptor superfamily member 13C,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000163154,TNF alpha induced protein 8 like 2,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000164761,TNF receptor superfamily member 11b,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000185361,TNF alpha induced protein 8 like 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93052
ENSG00000028137,TNF receptor superfamily member 1B,0,0,0,0,0,0,1,0,0,1,1,0,0.93053
ENSG00000049249,TNF receptor superfamily member 9,0,0,0,0,0,0,0,1,0,1,4,0,0.93053
ENSG00000067182,TNF receptor superfamily member 1A,0,0,0,0,0,0,0,0,0,0,0,0,0.93053
ENSG00000121858,TNF superfamily member 10,0,0,0,0,0,0,0,0,0,0,4,3,0.93053
ENSG00000127863,TNF receptor superfamily member 19,0,0,0,0,0,0,0,0,0,0,1,0,0.93053
ENSG00000146072,TNF receptor superfamily member 21,0,0,0,0,0,0,0,0,0,0,0,0,0.93053
ENSG00000186827,TNF receptor superfamily member 4,0,0,0,0,0,0,0,0,0,0,0,0,0.93053
ENSG00000215788,TNF receptor superfamily member 25,0,0,0,0,0,0,0,0,0,0,1,0,0.93053
ENSG00000102524,TNF superfamily member 13b,0,0,0,0,0,0,0,0,0,0,0,0,0.93054
ENSG00000106952,TNF superfamily member 8,0,0,0,0,0,0,0,0,0,0,0,0,0.93054
ENSG00000117586,TNF superfamily member 4,0,0,0,0,0,0,0,0,0,0,0,1,0.93054
ENSG00000125657,TNF superfamily member 9,0,0,0,0,0,0,0,0,0,0,0,0,0.93054
ENSG00000125735,TNF superfamily member 14,0,0,0,0,0,0,0,0,0,0,1,0,0.93054
ENSG00000161955,TNF superfamily member 13,0,0,0,0,0,0,0,0,0,0,0,0,0.93054
ENSG00000181634,TNF superfamily member 15,0,0,0,0,0,0,0,0,0,0,1,0,0.93054
ENSG00000239697,TNF superfamily member 12,0,0,0,0,0,0,0,0,0,0,0,0,0.93054
ENSG00000248871,TNFSF12-TNFSF13 readthrough,0,0,0,0,0,0,0,0,0,0,0,2,0.93054
ENSG00000050730,TNFAIP3 interacting protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0.93055
ENSG00000101470,"troponin C2, fast skeletal type",0,0,0,0,0,0,0,0,0,0,0,1,0.93055
ENSG00000114854,"troponin C1, slow skeletal and cardiac type",0,0,0,0,0,0,0,0,0,0,0,0,0.93055
ENSG00000118194,"troponin T2, cardiac type",0,0,0,0,0,0,0,0,0,0,2,0,0.93055
ENSG00000129991,"troponin I3, cardiac type",0,0,0,0,0,0,0,0,0,1,2,0,0.93055
ENSG00000130598,"troponin I2, fast skeletal type",0,0,0,0,0,0,0,0,0,1,1,2,0.93055
ENSG00000145901,TNFAIP3 interacting protein 1,0,0,0,0,0,0,0,0,0,0,1,0,0.93055
ENSG00000159173,"troponin I1, slow skeletal type",0,0,0,0,0,0,0,0,0,0,0,1,0.93055
ENSG00000079308,tensin 1,0,0,0,0,0,0,0,0,0,1,1,2,0.93056
ENSG00000083312,transportin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93056
ENSG00000090905,trinucleotide repeat containing adaptor 6A,0,0,0,0,0,0,1,1,0,0,1,0,0.93056
ENSG00000116147,tenascin R,0,0,0,0,0,0,0,1,0,0,2,0,0.93056
ENSG00000118245,transition protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93056
ENSG00000130595,"troponin T3, fast skeletal type",0,0,0,0,0,0,0,0,0,0,1,1,0.93056
ENSG00000136205,tensin 3,0,0,0,0,0,0,0,0,0,1,0,1,0.93056
ENSG00000178279,transition protein 2,0,0,0,0,0,0,0,0,0,0,0,0,0.93056
ENSG00000182095,trinucleotide repeat containing 18,1,0,0,0,0,0,0,0,0,0,0,0,0.93056
ENSG00000025772,translocase of outer mitochondrial membrane 34,0,0,0,0,0,0,0,0,0,0,1,1,0.93057
ENSG00000078902,toll interacting protein,0,0,0,0,0,0,0,0,0,0,1,0,0.93057
ENSG00000100216,translocase of outer mitochondrial membrane 22,0,0,0,0,0,0,0,0,0,0,0,0,0.93057
ENSG00000141198,target of myb1 like 1 membrane trafficking protein,0,0,0,0,0,0,0,0,0,3,3,5,0.93057
ENSG00000141232,"transducer of ERBB2, 1",0,0,0,0,0,0,0,1,0,0,0,0,0.93057
ENSG00000168477,tenascin XB,0,0,0,0,0,0,0,0,0,1,4,3,0.93057
ENSG00000173726,translocase of outer mitochondrial membrane 20,0,0,0,0,0,0,0,0,0,0,1,0,0.93057
ENSG00000175662,target of myb1 like 2 membrane trafficking protein,0,0,0,0,0,0,1,3,0,1,1,1,0.93057
ENSG00000183864,"transducer of ERBB2, 2",0,0,0,0,0,0,0,0,0,0,0,0,0.93057
ENSG00000077097,DNA topoisomerase II beta,0,0,0,0,0,0,0,0,0,0,0,1,0.93058
ENSG00000130204,translocase of outer mitochondrial membrane 40,0,0,0,0,0,0,0,0,0,0,0,0,0.93058
ENSG00000154174,translocase of outer mitochondrial membrane 70,0,0,0,0,0,0,0,0,0,0,0,0,0.93058
ENSG00000158882,translocase of outer mitochondrial membrane 40 like,0,0,0,0,0,0,1,1,0,1,0,0,0.93058
ENSG00000163781,DNA topoisomerase II binding protein 1,0,0,0,0,0,0,0,0,0,0,2,0,0.93058
ENSG00000175768,translocase of outer mitochondrial membrane 5,0,0,0,0,0,0,0,2,0,0,0,0,0.93058
ENSG00000196683,translocase of outer mitochondrial membrane 7,0,0,0,0,0,0,0,0,0,1,0,0,0.93058
ENSG00000198900,DNA topoisomerase I,0,0,0,0,0,0,0,0,0,0,0,0,0.93058
ENSG00000103460,TOX high mobility group box family member 3,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000124191,TOX high mobility group box family member 2,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000136816,torsin family 1 member B,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000136827,torsin family 1 member A,0,0,0,0,0,0,0,0,0,0,4,1,0.93059
ENSG00000141510,tumor protein p53,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000160404,torsin family 2 member A,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000197579,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",0,0,0,0,0,0,1,1,0,0,0,0,0.93059
ENSG00000198846,thymocyte selection associated high mobility group box,0,0,0,0,0,0,0,0,0,0,0,0,0.93059
ENSG00000076554,tumor protein D52,0,0,0,0,0,0,0,0,0,0,0,1,0.9306
ENSG00000078804,tumor protein p53 inducible nuclear protein 2,0,0,0,0,0,0,0,0,0,0,0,0,0.9306
ENSG00000078900,tumor protein p73,0,0,0,0,0,0,0,0,0,0,1,0,0.9306
ENSG00000111907,TPD52 like 1,0,0,0,0,0,0,0,0,0,0,1,2,0.9306
ENSG00000167543,tumor protein p53 inducible protein 13,0,0,0,0,0,0,0,0,0,0,1,1,0.9306
ENSG00000172315,TP53 regulating kinase,0,0,0,0,0,0,0,3,0,2,0,0,0.9306
ENSG00000175274,tumor protein p53 inducible protein 11,0,0,0,0,0,0,0,0,0,0,0,0,0.9306
ENSG00000186815,two pore segment channel 1,0,0,0,0,0,1,0,0,0,0,0,1,0.9306
ENSG00000205456,TP53 target 3D,0,0,0,0,0,0,0,0,0,0,0,0,0.9306
ENSG00000101150,TPD52 like 2,0,0,0,0,0,0,0,0,0,1,0,0,0.93061
ENSG00000111669,triosephosphate isomerase 1,0,0,0,0,0,0,0,0,0,0,2,1,0.93061
ENSG00000140416,tropomyosin 1,0,0,0,0,0,0,0,0,0,0,0,1,0.93061
ENSG00000141933,tubulin polyglutamylase complex subunit 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93061
ENSG00000143549,tropomyosin 3,0,0,0,0,0,0,0,0,0,0,1,4,0.93061
ENSG00000166340,tripeptidyl peptidase 1,0,0,0,0,0,0,0,0,0,0,1,0,0.93061
ENSG00000170777,TPD52 like 3,0,0,0,0,0,0,0,0,0,0,0,4,0.93061
ENSG00000196511,thiamin pyrophosphokinase 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93061
ENSG00000047410,"translocated promoter region, nuclear basket protein",0,0,0,0,0,0,0,1,0,1,0,0,0.93062
ENSG00000134900,tripeptidyl peptidase 2,0,0,0,0,0,0,0,0,0,0,1,1,0.93062
ENSG00000144034,TP53RK binding protein,0,0,0,0,0,0,0,0,0,1,1,1,0.93062
ENSG00000158109,tumor protein p63 regulated 1 like,0,0,0,0,0,0,0,0,0,0,0,0,0.93062
ENSG00000159713,tubulin polymerization promoting protein family member 3,0,0,0,0,0,0,0,0,0,0,0,0,0.93062
ENSG00000163870,transmembrane protein adipocyte associated 1,0,1,0,0,0,0,0,1,0,2,0,0,0.93062
ENSG00000171368,tubulin polymerization promoting protein,0,0,0,0,0,0,0,0,0,0,0,0,0.93062
ENSG00000179636,tubulin polymerization promoting protein family member 2,0,0,0,0,0,0,0,0,0,0,2,0,0.93062
ENSG00000259009,"tetrapeptide repeat homeobox 2, pseudogene",0,0,0,0,0,0,0,0,0,0,0,0,0.93062
ENSG00000056558,TNF receptor associated factor 1,0,0,0,0,0,0,0,1,0,0,2,4,0.93063
ENSG00000102871,TNFRSF1A associated via death domain,0,0,0,0,0,0,0,1,0,0,0,0,0.93063
ENSG00000127191,TNF receptor associated factor 2,0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000131323,TNF receptor associated factor 3,0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000133112,"tumor protein, translationally-controlled 1",0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000136527,transformer 2 beta homolog,0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000170638,TraB domain containing,0,0,0,0,0,0,0,0,0,0,0,1,0.93063
ENSG00000175104,TNF receptor associated factor 6,0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000269113,TraB domain containing 2B,0,0,0,0,0,0,0,0,0,0,0,0,0.93063
ENSG00000067167,translocation associated membrane protein 1,0,0,0,0,0,0,0,0,0,0,0,1,0.93064
ENSG00000113597,trafficking protein particle complex 13,0,0,0,0,0,0,0,1,0,0,0,1,0.93064
ENSG00000160218,trafficking protein particle complex 10,0,0,0,0,0,0,0,1,0,0,0,1,0.93064
ENSG00000170043,trafficking protein particle complex 1,0,0,0,0,0,0,0,0,0,1,0,0,0.93064
ENSG00000174599,translocation associated membrane protein 1 like 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93064
ENSG00000181029,trafficking protein particle complex 5,0,0,0,0,0,0,0,0,0,0,0,0,0.93064
ENSG00000182400,trafficking protein particle complex 6B,0,0,0,0,0,0,0,0,0,0,1,1,0.93064
ENSG00000256060,trafficking protein particle complex 2B,0,0,0,0,0,0,0,0,0,0,2,1,0.93064
ENSG00000071575,tribbles pseudokinase 2,0,0,0,0,0,0,0,0,0,0,0,0,0.93065
ENSG00000072657,thyrotropin releasing hormone degrading enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0.93065
ENSG00000124496,transcriptional regulating factor 1,0,0,0,0,0,0,0,0,0,0,0,2,0.93065
ENSG00000163519,T cell receptor associated transmembrane adaptor 1,0,0,0,0,0,0,1,1,0,0,0,1,0.93065
ENSG00000170855,TP53 regulated inhibitor of apoptosis 1,0,0,0,0,0,0,0,1,0,0,0,2,0.93065
ENSG00000170893,thyrotropin releasing hormone,0,0,0,0,0,0,1,0,0,2,3,1,0.93065
ENSG00000173334,tribbles pseudokinase 1,0,0,0,0,0,0,0,0,0,0,0,0,0.93065
ENSG00000204977,tripartite motif containing 13,0,0,0,0,0,0,0,0,0,0,2,1,0.93065
ENSG00000213689,three prime repair exonuclease 1,0,0,0,0,0,0,0,0,0,0,2,1,0.93065
ENSG00000106785,tripartite motif containing 14,0,0,0,0,0,0,0,0,0,1,0,0,0.93066
ENSG00000108448,tripartite motif containing 16 like,0,0,0,0,0,0,1,3,0,0,0,0,0.93066
ENSG00000110171,tripartite motif containing 3,0,0,0,0,0,0,0,0,0,0,1,0,0.93066
ENSG00000119401,tripartite motif containing 32,0,0,0,0,0,0,0,2,1,1,1,0,0.93066
ENSG00000121060,tripartite motif containing 25,0,0,0,0,0,0,1,2,0,0,0,0,0.93066
ENSG00000122779,tripartite motif containing 24,0,0,0,0,0,0,0,1,0,0,0,0,0.93066
ENSG00000204616,tripartite motif containing 31,0,0,0,0,0,0,0,0,0,0,0,0,0.93066
ENSG00000204713,tripartite motif containing 27,0,0,0,0,0,0,0,0,0,0,0,0,0.93066
ENSG00000234127,tripartite motif containing 26,0,0,0,0,0,0,0,0,0,0,0,0,0.93066
ENSG00000119283,tripartite motif containing 67,0,0,0,0,0,0,0,0,0,0,1,0,0.93067
ENSG00000144015,tripartite motif containing 43,0,0,0,0,0,0,0,0,0,0,0,1,0.93067
ENSG00000146063,tripartite motif containing 41,0,0,0,1,0,0,0,0,0,0,0,0,0.93067
ENSG00000168930,tripartite motif containing 49,0,0,0,0,0,0,0,0,0,0,0,0,0.93067
ENSG00000183439,tripartite motif containing 61,0,0,0,0,0,0,0,0,0,0,0,0,0.93067
ENSG00000204449,tripartite motif containing 49C,0,0,0,0,0,0,0,0,0,0,0,1,0.93067
ENSG00000213186,tripartite motif containing 59,0,0,0,0,0,0,0,3,0,2,5,4,0.93067
ENSG00000214891,tripartite motif containing 64C,0,0,0,0,0,0,0,0,0,0,0,0,0.93067
ENSG00000071539,thyroid hormone receptor interactor 13,0,0,0,0,0,0,0,0,0,0,1,1,0.93068
ENSG00000087077,thyroid hormone receptor interactor 6,0,0,0,0,0,0,0,1,0,0,2,2,0.93068
ENSG00000121486,tRNA methyltransferase 1 like,0,0,0,0,0,0,0,0,0,1,2,0,0.93068
ENSG00000125733,thyroid hormone receptor interactor 10,0,0,0,0,0,0,0,1,0,2,3,1,0.93068
ENSG00000146054,tripartite motif containing 7,0,0,0,0,0,0,1,2,0,1,1,1,0.93068
ENSG00000166166,tRNA methyltransferase 61A,0,0,0,0,0,0,0,0,0,1,0,1,0.93068
ENSG00000171206,tripartite motif containing 8,0,0,0,0,0,0,0,0,0,0,0,0,0.93068
ENSG00000173113,tRNA methyltransferase subunit 11-2,0,0,0,0,0,0,0,0,0,0,0,0,0.93068
ENSG00000183665,tRNA methyltransferase 12 homolog,0,0,0,0,0,0,0,0,0,2,3,0,0.93068
ENSG00000069018,transient receptor potential cation channel subfamily C member 7,0,0,0,0,0,0,0,0,0,0,2,3,0.93069
ENSG00000100991,transient receptor potential cation channel subfamily C member 4 associated protein,0,0,0,0,0,0,0,1,0,0,3,0,0.93069
