Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000184697,claudin 6,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000184724,keratin associated protein 6-1,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000184735,DEAD-box helicase 53,0,4,0,0,0,0,,,,1,1,0,
ENSG00000184752,NADH:ubiquinone oxidoreductase subunit A12,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000184811,trafficking regulator of GLUT4 (SLC2A4) 1,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000184840,transmembrane p24 trafficking protein 9,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000184881,,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000184898,RNA binding motif protein 43,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000184903,inner mitochondrial membrane peptidase subunit 2,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000184923,NUT family member 2A,0,4,0,0,0,0,,,,1,1,0,
ENSG00000184924,peptidyl-tRNA hydrolase domain containing 1,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000184933,olfactory receptor family 6 subfamily A member 2,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000184937,WT1 transcription factor,0,3,0,0,0,0,,,,1,1,0,
ENSG00000184985,sortilin related VPS10 domain containing receptor 2,6,26,0,0,0,1,,,,1,1,0.926,0
ENSG00000184990,SIVA1 apoptosis inducing factor,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000184999,solute carrier family 22 member 10,9,39,0,0,0,0,,,,1,1,0.926,
ENSG00000185015,carbonic anhydrase 13,5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000185055,EF-hand calcium binding domain 10,0,2,0,0,0,0,,,,1,1,0,
ENSG00000185085,integrator complex subunit 5,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000185133,inositol polyphosphate-5-phosphatase J,4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000185198,serine protease 57,1,4,0,0,0,0,,,,1,1,1,
ENSG00000185222,transcription elongation factor A like 9,1,4,0,0,0,0,,,,1,1,1,
ENSG00000185262,UBA like domain containing 2,0,1,0,0,1,7,,,,1,1,0,0.573
ENSG00000185278,zinc finger and BTB domain containing 37,0,2,0,0,0,0,,,,1,1,0,
ENSG00000185298,coiled-coil domain containing 137,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000185340,growth arrest specific 2 like 1,0,3,0,0,0,0,,,,1,1,0,
ENSG00000185386,mitogen-activated protein kinase 11,2,8,0,2,4,16,,,,1,1,0.803,1
ENSG00000185448,family with sequence similarity 47 member A,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000185515,BRCA1/BRCA2-containing complex subunit 3,2,9,0,0,1,4,,,,1,1,0.892,1
ENSG00000185559,delta like non-canonical Notch ligand 1,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000185561,TLC domain containing 2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000185565,limbic system associated membrane protein,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000185608,mitochondrial ribosomal protein L40,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000185614,inka box actin regulator 1,3,12,0,0,0,0,,,,1,1,1,
ENSG00000185634,SHC adaptor protein 4,5,24,0,0,0,0,,,,1,1,0.836,
ENSG00000185662,small integral membrane protein 23,0,1,0,0,0,0,,,,1,1,0,
ENSG00000185689,chromosome 6 open reading frame 201,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000185728,YTH N6-methyladenosine RNA binding protein 3,1,5,0,0,0,1,,,,1,1,0.803,0
ENSG00000185739,sarcalumenin,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000185761,ADAMTS like 5,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000185787,mortality factor 4 like 1,0,4,0,0,0,0,,,,1,1,0,
ENSG00000185823,nuclear pore associated protein 1,5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000185842,dynein axonemal heavy chain 14,5,20,0,0,0,0,,,,1,1,1,
ENSG00000185885,interferon induced transmembrane protein 1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000185899,taste 2 receptor member 60,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000185900,protein O-mannose kinase,4,19,0,0,0,0,,,,1,1,0.845,
ENSG00000185905,chromosome 16 open reading frame 54,0,1,0,0,0,0,,,,1,1,0,
ENSG00000185920,patched 1,1,8,0,0,0,1,,,,1,1,0.502,0
ENSG00000185942,sodium/potassium transporting ATPase interacting 3,0,3,0,0,0,0,,,,1,1,0,
ENSG00000185960,short stature homeobox,1,4,0,0,0,0,,,,1,1,1,
ENSG00000185962,late cornified envelope 3A,0,3,0,0,0,0,,,,1,1,0,
ENSG00000185972,calicin,5,22,0,0,0,0,,,,1,1,0.912,
ENSG00000185982,defensin beta 128,0,4,0,0,0,0,,,,1,1,0,
ENSG00000186026,zinc finger protein 284,7,32,0,0,0,0,,,,1,1,0.878,
ENSG00000186073,CDAN1 interacting nuclease 1,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000186081,keratin 5,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000186105,leucine rich repeat containing 70,0,1,0,0,0,0,,,,1,1,0,
ENSG00000186118,testis expressed 38,0,2,0,0,0,0,,,,1,1,0,
ENSG00000186187,zinc and ring finger 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000186188,free fatty acid receptor 4,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000186190,BPI fold containing family B member 3,6,28,0,0,0,0,,,,1,1,0.86,
ENSG00000186193,suppressor APC domain containing 2,1,4,0,0,0,0,,,,1,1,1,
ENSG00000186207,late cornified envelope 5A,0,3,0,0,0,0,,,,1,1,0,
ENSG00000186280,lysine demethylase 4D,1,6,0,0,0,1,,,,1,1,0.669,0
ENSG00000186318,beta-secretase 1,1,6,0,0,2,10,,,,1,1,0.669,0.803
ENSG00000186354,chromosome 9 open reading frame 47,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000186376,zinc finger protein 75D,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000186399,golgin A8 family member R,2,8,0,0,0,0,,,,1,1,1,
ENSG00000186458,defensin beta 132,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000186462,nucleosome assembly protein 1 like 2,0,2,0,0,0,0,,,,1,1,2.01,
ENSG00000186469,G protein subunit gamma 2,0,2,0,0,1,7,,,,1,1,0,0.573
ENSG00000186474,kallikrein related peptidase 12,5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000186513,olfactory receptor family 9 subfamily Q member 2,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000186564,forkhead box D2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000186579,defensin beta 106A,0,1,0,2,0,3,,,,1,1,0,0
ENSG00000186654,proline rich 5,5,24,0,0,0,0,,,,1,1,0.836,
ENSG00000186687,LYR motif containing 7,0,1,0,0,0,0,,,,1,1,0,
ENSG00000186710,cilia and flagella associated protein 73,0,1,0,0,0,0,,,,1,1,0,
ENSG00000186765,"fascin actin-bundling protein 2, retinal",0,1,0,0,0,0,,,,1,1,0,
ENSG00000186787,spindlin family member 2B,0,2,1,5,0,1,,,,1,1,0.573,0
ENSG00000186810,C-X-C motif chemokine receptor 3,1,4,0,0,1,5,,,,1,1,1,0.803
ENSG00000186827,TNF receptor superfamily member 4,0,3,0,0,0,0,,,,1,1,0,
ENSG00000186844,late cornified envelope 1A,3,12,0,0,0,0,,,,1,1,1,
ENSG00000186847,keratin 14,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000186862,PDZ domain containing 7,5,20,0,0,0,0,,,,1,1,1,
ENSG00000186871,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000186930,keratin associated protein 6-2,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000186943,olfactory receptor family 13 subfamily C member 8,3,12,0,0,0,0,,,,1,1,1,
ENSG00000186967,keratin associated protein 19-4,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000186973,family with sequence similarity 183 member A,1,4,0,0,0,0,,,,1,1,1,
ENSG00000186977,keratin associated protein 19-5,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000186980,keratin associated protein 23-1,0,3,0,0,0,0,,,,1,1,0,
ENSG00000187003,actin like 7A,6,27,0,0,0,0,,,,1,1,0.892,
ENSG00000187005,keratin associated protein 21-1,0,4,0,0,0,0,,,,1,1,0,
ENSG00000187013,long intergenic non-protein coding RNA 2875,0,2,0,0,0,0,,,,1,1,0,
ENSG00000187026,keratin associated protein 21-2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000187037,G protein-coupled receptor 141,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000187045,transmembrane serine protease 6,9,39,0,0,0,0,,,,1,1,0.926,
ENSG00000187048,cytochrome P450 family 4 subfamily A member 11,9,38,1,7,1,6,,,,1,1,0.892,0.669
ENSG00000187066,transmembrane protein 262,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187079,TEA domain transcription factor 1,0,4,0,0,0,0,,,,1,1,0,
ENSG00000187082,defensin beta 106B,0,3,0,0,0,0,,,,1,1,0,
ENSG00000187109,nucleosome assembly protein 1 like 1,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000187118,C-X9-C motif containing 1,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000187147,ring finger protein 220,2,8,0,0,4,20,,,,1,1,1,0.803
ENSG00000187170,late cornified envelope 4A,1,4,0,0,0,0,,,,1,1,1,
ENSG00000187193,metallothionein 1X,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000187223,late cornified envelope 2D,0,3,0,0,0,0,,,,1,1,0,
ENSG00000187268,family with sequence similarity 9 member C,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000187372,protocadherin beta 13,11,46,0,0,0,0,,,,1,1,0.96,
ENSG00000187475,"H1.6 linker histone, cluster member",7,29,0,0,0,0,,,,1,1,0.969,
ENSG00000187479,chromosome 11 open reading frame 96,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187516,H2A.P histone,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187522,heat shock protein family A (Hsp70) member 14,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000187545,PRAME family member 10,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000187559,forkhead box D4 like 3,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187583,pleckstrin homology domain containing N1,9,40,0,0,0,0,,,,1,1,0.903,
ENSG00000187678,sprouty RTK signaling antagonist 4,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000187690,EZH inhibitory protein,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187714,solute carrier family 18 member A3,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000187753,chromosome 9 open reading frame 153,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000187772,lin-28 homolog B,0,3,0,0,0,0,,,,1,1,0,
ENSG00000187866,family with sequence similarity 122A,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000187867,paralemmin 3,0,1,0,0,0,0,,,,1,1,0,
ENSG00000187969,zinc finger CCHC-type containing 13,2,8,0,0,0,0,,,,1,1,1,
ENSG00000188015,S100 calcium binding protein A3,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000188060,"RAB42, member RAS oncogene family",0,3,0,0,0,0,,,,1,1,0,
ENSG00000188076,secretoglobin family 1C member 1,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000188086,"serine protease 45, pseudogene",2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000188124,olfactory receptor family 2 subfamily AG member 2,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000188130,mitogen-activated protein kinase 12,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000188186,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000188199,NUT family member 2B,0,1,0,0,0,0,,,,1,1,0,
ENSG00000188211,natural killer cell cytotoxicity receptor 3 ligand 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000188269,olfactory receptor family 7 subfamily A member 5,5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000188375,H3.5 histone,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000188379,interferon alpha 2,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000188389,programmed cell death 1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000188394,G protein-coupled receptor 21,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000188396,Tctex1 domain containing 4,0,3,0,0,1,8,,,,1,1,0,0.502
ENSG00000188425,nanos C2HC-type zinc finger 2,0,3,0,0,0,0,,,,1,1,0,
ENSG00000188501,lactase like,9,39,0,0,0,0,,,,1,1,0.926,
ENSG00000188511,chromosome 22 open reading frame 34,0,2,0,0,0,0,,,,1,1,0,
ENSG00000188536,hemoglobin subunit alpha 2,0,1,0,2,2,11,,,,1,1,0,0.73
ENSG00000188542,dual specificity phosphatase 28,0,4,0,0,0,0,,,,1,1,0,
ENSG00000188610,family with sequence similarity 72 member B,0,4,2,8,1,5,,,,1,1,0.669,0.803
ENSG00000188620,H6 family homeobox 3,0,2,0,0,1,4,,,,1,1,0,1
ENSG00000188624,IGF like family member 3,3,15,0,0,0,0,,,,1,1,0.803,
ENSG00000188730,von Willebrand factor C domain containing 2,0,1,0,0,5,20,,,,1,1,0,1
ENSG00000188735,transmembrane protein 120B,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000188763,frizzled class receptor 9,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000188784,phospholipase A2 group IIE,2,8,0,0,0,0,,,,1,1,1,
ENSG00000188828,glycine receptor alpha 4 (pseudogene),2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000188848,BEN domain containing 4,1,5,0,0,0,0,,,,1,1,1.61,
ENSG00000188868,zinc finger protein 563,5,22,0,0,0,0,,,,1,1,0.912,
ENSG00000188895,MSL complex subunit 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000188909,brain specific homeobox,0,4,0,0,0,1,,,,1,1,0,0
ENSG00000188910,gap junction protein beta 3,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000188981,Myb/SANT DNA binding domain containing 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000188987,,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000189030,VHL like,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000189037,dual specificity phosphatase 21,0,3,0,0,0,0,,,,1,1,0,
ENSG00000189060,H1.0 linker histone,0,4,0,0,0,0,,,,1,1,0,
ENSG00000189067,lipopolysaccharide induced TNF factor,0,2,0,0,0,0,,,,1,1,0,
ENSG00000189129,placenta associated 9,1,4,0,0,0,0,,,,1,1,1,
ENSG00000189144,zinc finger protein 573,9,38,0,0,0,0,,,,1,1,0.951,
ENSG00000189157,family with sequence similarity 47 member E,0,2,0,0,0,0,,,,1,1,0,
ENSG00000189159,Jupiter microtubule associated homolog 1,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000189186,DDB1 and CUL4 associated factor 8 like 2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000189233,"nuclear GTPase, germinal center associated",6,24,0,0,0,0,,,,1,1,1,
ENSG00000189326,SPANX family member N4,0,4,0,0,0,0,,,,1,1,0,
ENSG00000189362,nuclear envelope integral membrane protein 2,0,2,0,0,0,0,,,,1,1,0,
ENSG00000189376,chromosome 8 open reading frame 76,4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000196074,synaptonemal complex protein 2,2,8,0,0,0,0,,,,1,1,1,
ENSG00000196098,olfactory receptor family 5 subfamily K member 4,5,22,0,0,0,0,,,,1,1,0.912,
ENSG00000196118,coiled-coil domain containing 189,7,31,0,0,0,0,,,,1,1,0.906,
ENSG00000196119,olfactory receptor family 8 subfamily A member 1,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000196154,S100 calcium binding protein A4,0,4,0,0,0,0,,,,1,1,0,
ENSG00000196167,colorectal cancer associated 1,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000196172,zinc finger protein 681,8,33,0,0,0,0,,,,1,1,0.973,
ENSG00000196196,histidine rich carboxyl terminus 1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000196233,ligand dependent nuclear receptor corepressor,0,1,0,0,0,0,,,,1,1,0,
ENSG00000196242,olfactory receptor family 2 subfamily C member 3,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000196260,surfactant associated 2,0,1,0,0,0,0,,,,1,1,0,
ENSG00000196262,peptidylprolyl isomerase A,1,4,0,0,2,10,,,,1,1,1,0.803
ENSG00000196344,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000196368,nudix hydrolase 11,0,1,0,3,0,3,,,,1,1,0,0
ENSG00000196378,zinc finger protein 34,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000196418,zinc finger protein 124,6,27,0,0,0,0,,,,1,1,0.892,
ENSG00000196422,protein phosphatase 1 regulatory subunit 26,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000196433,acetylserotonin O-methyltransferase,7,28,0,0,0,0,,,,1,1,1.15,
ENSG00000196440,armadillo repeat containing X-linked 4,0,1,0,0,0,0,,,,1,1,0,
ENSG00000196460,"RFX family member 8, lacking RFX DNA binding domain",0,3,0,0,0,0,,,,1,1,0,
ENSG00000196465,myosin light chain 6B,5,21,0,0,0,0,,,,1,1,0.956,
ENSG00000196539,olfactory receptor family 2 subfamily T member 3,4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000196550,family with sequence similarity 72 member A,0,3,0,0,0,0,,,,1,1,0,
ENSG00000196578,olfactory receptor family 5 subfamily AC member 2,3,13,0,0,0,0,,,,1,1,0.926,
ENSG00000196622,,2,8,0,0,0,0,,,,1,1,1,
ENSG00000196711,ALK and LTK ligand 1,1,4,0,0,0,0,,,,1,1,1,
ENSG00000196776,CD47 molecule,0,2,0,0,0,0,,,,1,1,0,
ENSG00000196778,olfactory receptor family 52 subfamily K member 1,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000196793,zinc finger protein 239,8,35,0,0,0,0,,,,1,1,0.917,
ENSG00000196805,small proline rich protein 2B,0,2,0,0,0,0,,,,1,1,0,
ENSG00000196814,multivesicular body subunit 12B,1,4,0,0,0,0,,,,1,1,1,
ENSG00000196873,COBW domain containing 3,,,,,0,4,,,,1,1,1,0
ENSG00000196890,H2B.U histone 1,3,15,0,0,0,1,,,,1,1,0.803,0
ENSG00000196944,olfactory receptor family 2 subfamily T member 4,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000196976,L antigen family member 3,0,1,0,0,0,0,,,,1,1,0,
ENSG00000196990,family with sequence similarity 163 member B,0,1,0,0,0,0,,,,1,1,0,
ENSG00000197006,methyltransferase like 9,0,2,0,0,1,7,,,,1,1,0,0.573
ENSG00000197024,zinc finger protein 398,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000197037,zinc finger and SCAN domain containing 25,4,16,0,0,0,0,,,,1,1,1,
ENSG00000197057,death domain containing 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000197119,solute carrier family 25 member 29,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000197150,ATP binding cassette subfamily B member 8,9,40,0,0,0,0,,,,1,1,0.903,
ENSG00000197177,adhesion G protein-coupled receptor A1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000197181,piwi like RNA-mediated gene silencing 2,5,23,0,0,0,0,,,,1,1,0.872,
ENSG00000197233,olfactory receptor family 1 subfamily J member 2,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000197263,,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000197265,general transcription factor IIE subunit 2,2,8,0,0,0,0,,,,1,1,1,
ENSG00000197380,dishevelled binding antagonist of beta catenin 3,0,1,0,0,0,0,,,,1,1,0,
ENSG00000197465,glycophorin E (MNS blood group),2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000197479,protocadherin beta 11,12,48,0,0,0,0,,,,1,1,1,
ENSG00000197483,zinc finger protein 628,2,8,0,0,0,0,,,,1,1,1,
ENSG00000197496,solute carrier family 2 member 10,4,19,0,0,0,0,,,,1,1,0.845,
ENSG00000197497,zinc finger protein 665,10,44,0,0,0,0,,,,1,1,0.912,
ENSG00000197563,phosphatidylinositol glycan anchor biosynthesis class N,11,44,0,0,0,0,,,,1,1,1,
ENSG00000197576,homeobox A4,1,4,0,0,0,0,,,,1,1,1,
ENSG00000197599,coiled-coil domain containing 154,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000197681,,0,1,0,0,0,0,,,,1,1,0,
ENSG00000197683,keratin associated protein 26-1,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000197697,,3,14,0,0,0,0,,,,1,1,0.86,
ENSG00000197702,parvin alpha,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000197723,,3,12,0,0,0,0,,,,1,1,1,
ENSG00000197724,PHD finger protein 2,0,1,0,0,0,0,,,,1,1,0,
ENSG00000197771,minichromosome maintenance complex binding protein,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000197826,cilia and flagella associated protein 299,5,21,0,0,0,0,,,,1,1,0.956,
ENSG00000197846,,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000197889,meiosis/spermiogenesis associated 1,2,9,0,0,0,0,,,,1,1,0.892,
ENSG00000197892,kinesin family member 13B,11,46,0,0,0,0,,,,1,1,0.96,
ENSG00000197905,TEA domain transcription factor 4,3,16,0,0,0,0,,,,1,1,0.753,
ENSG00000198010,DLG associated protein 2,1,4,0,0,0,0,,,,1,1,1,
ENSG00000198130,3-hydroxyisobutyryl-CoA hydrolase,10,43,0,0,0,0,,,,1,1,0.933,
ENSG00000198142,sosondowah ankyrin repeat domain family member C,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000198168,small VCP interacting protein,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000198173,family with sequence similarity 47 member C,6,27,0,0,0,0,,,,1,1,0.892,
ENSG00000198252,serine/threonine/tyrosine interacting protein,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198258,ubiquitin like 5,0,3,0,0,0,2,,,,1,1,0,0
ENSG00000198324,PH domain containing endocytic trafficking adaptor 1,1,8,0,0,0,0,,,,1,1,0.502,
ENSG00000198373,WW domain containing E3 ubiquitin protein ligase 2,4,20,0,0,0,0,,,,1,1,0.803,
ENSG00000198440,zinc finger protein 583,4,17,0,0,0,0,,,,1,1,0.944,
ENSG00000198535,C2 calcium dependent domain containing 4A,0,2,0,0,0,0,,,,1,1,0,
ENSG00000198538,zinc finger protein 28,13,56,0,0,0,0,,,,1,1,0.932,
ENSG00000198553,potassium channel regulator,7,29,0,0,0,0,,,,1,1,0.969,
ENSG00000198558,,3,15,0,0,0,1,,,,1,1,0.803,0
ENSG00000198563,DExD-box helicase 39B,,,,,4,17,,,,1,1,0,0.944
ENSG00000198573,SPANX family member C,,,,,2,8,,,,1,1,0,1
ENSG00000198576,activity regulated cytoskeleton associated protein,1,4,0,0,11,44,,,,1,1,1,1
ENSG00000198585,nudix hydrolase 16,2,10,0,0,0,0,,,,1,1,0.803,
ENSG00000198590,chromosome 3 open reading frame 35,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198601,olfactory receptor family 2 subfamily M member 2,4,16,0,0,0,0,,,,1,1,1,
ENSG00000198657,,3,12,0,0,0,0,,,,1,1,1,
ENSG00000198663,chromosome 6 open reading frame 89,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000198673,TAFA chemokine like family member 2,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198680,tumor suppressor candidate 1,0,1,0,0,0,0,,,,1,1,0,
ENSG00000198700,importin 9,2,11,0,0,0,3,,,,1,1,0.73,0
ENSG00000198732,SPARC related modular calcium binding 1,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000198734,coagulation factor V,17,71,0,0,0,0,,,,1,1,0.961,
ENSG00000198736,methionine sulfoxide reductase B1,2,12,0,0,0,0,,,,1,1,0.669,
ENSG00000198758,EPS8 like 3,12,50,0,0,0,0,,,,1,1,0.963,
ENSG00000198771,RCSD domain containing 1,3,12,0,0,0,0,,,,1,1,1,
ENSG00000198780,family with sequence similarity 169 member A,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000198783,zinc finger protein 830,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000198795,zinc finger protein 521,0,1,0,0,0,1,,,,1,1,0,0
ENSG00000198797,BMP/retinoic acid inducible neural specific 2,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000198798,MAGE family member B3,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198812,leucine rich repeat containing 10,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000198815,forkhead box J3,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198818,SFT2 domain containing 1,2,11,0,0,0,0,,,,1,1,0.73,
ENSG00000198821,CD247 molecule,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000198829,succinate receptor 1,4,18,0,0,0,0,,,,1,1,0.892,
ENSG00000198839,zinc finger protein 277,9,37,0,0,0,0,,,,1,1,0.976,
ENSG00000198860,tRNA splicing endonuclease subunit 15,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000198877,,3,12,0,0,0,0,,,,1,1,1,
ENSG00000198883,PNMA family member 5,0,3,0,0,0,0,,,,1,1,0,
ENSG00000198901,protein regulator of cytokinesis 1,12,48,0,0,0,0,,,,1,1,1,
ENSG00000198911,sterol regulatory element binding transcription factor 2,6,24,0,0,0,0,,,,1,1,1,
ENSG00000198930,chondrosarcoma associated gene 1,1,5,0,0,0,0,,,,1,1,0.803,
ENSG00000198944,sosondowah ankyrin repeat domain family member A,0,2,0,0,0,0,,,,1,1,0,
ENSG00000198945,L3MBTL histone methyl-lysine binding protein 3,0,4,0,0,0,0,,,,1,1,0,
ENSG00000198960,armadillo repeat containing X-linked 6,1,7,0,0,0,0,,,,1,1,0.573,
ENSG00000198964,sphingomyelin synthase 1,0,4,0,0,1,6,,,,1,1,0,0.669
ENSG00000203661,olfactory receptor family 2 subfamily T member 5,1,4,0,4,1,6,,,,1,1,0.502,0.669
ENSG00000203668,CHM like Rab escort protein,9,38,0,0,0,0,,,,1,1,0.951,
ENSG00000203690,"t-complex 10 like 3, pseudogene",3,14,1,5,2,10,,,,1,1,0.845,0.803
ENSG00000203733,gap junction protein epsilon 1,0,2,0,0,0,0,,,,1,1,0,
ENSG00000203740,methyltransferase like 11B,0,1,0,0,0,0,,,,1,1,0,
ENSG00000203760,centromere protein W,0,4,0,0,0,0,,,,1,1,0,
ENSG00000203782,loricrin cornified envelope precursor protein,0,3,0,0,0,0,,,,1,1,0,
ENSG00000203785,small proline rich protein 2E,1,6,0,0,0,0,,,,1,1,0.669,
ENSG00000203791,EEF1A lysine methyltransferase 2,6,26,0,0,0,0,,,,1,1,0.926,
ENSG00000203817,,0,2,0,0,0,0,,,,1,1,0,
ENSG00000203877,ripply transcriptional repressor 2,0,4,0,0,0,0,,,,1,1,0,
ENSG00000203908,"KH domain containing 3 like, subcortical maternal complex member",2,8,0,0,0,0,,,,1,1,1,
ENSG00000203923,SPANX family member N1,1,5,0,0,0,0,,,,1,1,0.803,
